Tamanho_N,Algoritmo,Repeticao,No_Fonte,Tempo_s,CO2_Emissoes_kg
497,NetworkX (Referência),1,289,0.0019078254699707031,9.929801154974968e-09
497,Dijkstra Clássico (V^2),2,394,0.00044417381286621094,4.819653290133891e-09
497,Dijkstra Min-Heap ((V+E)logV),2,394,0.0005500316619873047,4.594456811223486e-09
497,NetworkX (Referência),2,394,0.0019812583923339844,1.0416865761011892e-08
497,Dijkstra Clássico (V^2),2,333,0.0007114410400390625,5.091736400852424e-09
497,Dijkstra Min-Heap ((V+E)logV),2,333,0.0006732940673828125,5.3518735331362944e-09
497,NetworkX (Referência),2,333,0.0019805431365966797,1.0263413165271322e-08
497,Dijkstra Clássico (V^2),2,321,0.0005230903625488281,3.951769826911994e-09
497,Dijkstra Min-Heap ((V+E)logV),2,321,0.0008804798126220703,5.646891848585378e-09
497,NetworkX (Referência),2,321,0.003281116485595703,1.5075617457274465e-08
497,Dijkstra Clássico (V^2),2,28,0.013372659683227539,5.4803483552090274e-08
497,Dijkstra Min-Heap ((V+E)logV),2,28,0.0015411376953125,8.718741540339658e-09
497,NetworkX (Referência),2,28,0.0019359588623046875,1.0142178539922678e-08
497,Dijkstra Clássico (V^2),2,169,0.000415802001953125,4.2186231569457324e-09
497,Dijkstra Min-Heap ((V+E)logV),2,169,0.0005848407745361328,4.616202028261e-09
497,NetworkX (Referência),2,169,0.0019702911376953125,1.040022989484957e-08
497,Dijkstra Clássico (V^2),3,73,0.0024335384368896484,1.1964900316535474e-08
497,Dijkstra Min-Heap ((V+E)logV),3,73,0.0008029937744140625,5.574330790488494e-09
497,NetworkX (Referência),3,73,0.002901315689086914,1.3550336347109721e-08
497,Dijkstra Clássico (V^2),3,222,0.0021059513092041016,1.0686757158151294e-08
497,Dijkstra Min-Heap ((V+E)logV),3,222,0.0011184215545654297,9.576277325253233e-09
497,NetworkX (Referência),3,222,0.0019414424896240234,1.0201164288055063e-08
497,Dijkstra Clássico (V^2),3,59,0.004180431365966797,1.9954979259864694e-08
497,Dijkstra Min-Heap ((V+E)logV),3,59,0.0010294914245605469,6.59355858321311e-09
497,NetworkX (Referência),3,59,0.001934051513671875,1.0050952705689788e-08
497,Dijkstra Clássico (V^2),3,424,0.00029754638671875,3.6488581488469603e-09
497,Dijkstra Min-Heap ((V+E)logV),3,424,0.0004892349243164062,4.672368265957216e-09
497,NetworkX (Referência),3,424,0.001903533935546875,1.0131546512865887e-08
497,Dijkstra Clássico (V^2),3,397,0.0005490779876708984,4.899839532573488e-09
497,Dijkstra Min-Heap ((V+E)logV),3,397,0.0007812976837158203,5.075648972789805e-09
497,NetworkX (Referência),3,397,0.0033218860626220703,1.536260544032684e-08
497,Dijkstra Clássico (V^2),4,0,0.0035851001739501953,1.6521252773257063e-08
497,Dijkstra Min-Heap ((V+E)logV),4,0,0.0010428428649902344,6.558437284702669e-09
497,NetworkX (Referência),4,0,0.0019097328186035156,1.0001138772940337e-08
497,Dijkstra Clássico (V^2),4,464,0.00034046173095703125,4.198340568771671e-09
497,Dijkstra Min-Heap ((V+E)logV),4,464,0.0006549358367919922,5.133342142922738e-09
497,NetworkX (Referência),4,464,0.0018901824951171875,1.0098539799675048e-08
497,Dijkstra Clássico (V^2),4,474,0.0003714561462402344,4.215034605906006e-09
497,Dijkstra Min-Heap ((V+E)logV),4,474,0.00090789794921875,5.760480103876584e-09
497,NetworkX (Referência),4,474,0.0030012130737304688,1.4031401387880107e-08
497,Dijkstra Clássico (V^2),4,69,0.0007040500640869141,6.031645679352374e-09
497,Dijkstra Min-Heap ((V+E)logV),4,69,0.0009317398071289062,5.8161077519930935e-09
497,NetworkX (Referência),4,69,0.0019278526306152344,1.0082678364049324e-08
497,Dijkstra Clássico (V^2),4,456,0.0003314018249511719,3.760695895439979e-09
497,Dijkstra Min-Heap ((V+E)logV),4,456,0.0005581378936767578,4.830658130294724e-09
497,NetworkX (Referência),4,456,0.002130746841430664,1.1050307335175846e-08
497,Dijkstra Clássico (V^2),5,49,0.0022208690643310547,1.1696580268969822e-08
497,Dijkstra Min-Heap ((V+E)logV),5,49,0.0008077621459960938,6.32334511079422e-09
497,NetworkX (Referência),5,49,0.0019135475158691406,1.0060720536801117e-08
497,Dijkstra Clássico (V^2),5,121,0.0007646083831787109,5.374889769159475e-09
497,Dijkstra Min-Heap ((V+E)logV),5,121,0.0009238719940185547,5.864901747913513e-09
497,NetworkX (Referência),5,121,0.0031185150146484375,1.4645382197160558e-08
497,Dijkstra Clássico (V^2),5,56,0.0021758079528808594,1.1325331871138517e-08
497,Dijkstra Min-Heap ((V+E)logV),5,56,0.0007479190826416016,5.3943170813086955e-09
497,NetworkX (Referência),5,56,0.001911163330078125,1.0048090636752074e-08
497,Dijkstra Clássico (V^2),5,141,0.001909017562866211,9.547917942091387e-09
497,Dijkstra Min-Heap ((V+E)logV),5,141,0.0006339550018310547,4.843729791454676e-09
497,NetworkX (Referência),5,141,0.0019485950469970703,1.0189864506055983e-08
497,Dijkstra Clássico (V^2),5,204,0.000461578369140625,4.3949470260017065e-09
497,Dijkstra Min-Heap ((V+E)logV),5,204,0.0005269050598144531,4.8566209950568365e-09
497,NetworkX (Referência),5,204,0.0029740333557128906,1.3815822760992817e-08
497,Dijkstra Clássico (V^2),6,341,0.0010027885437011719,6.103325444373022e-09
497,Dijkstra Min-Heap ((V+E)logV),6,341,0.0009629726409912109,6.22972610327445e-09
497,NetworkX (Referência),6,341,0.0019075870513916016,1.0018009180442997e-08
497,Dijkstra Clássico (V^2),6,144,0.0005617141723632812,4.927530045882201e-09
497,Dijkstra Min-Heap ((V+E)logV),6,144,0.0005402565002441406,4.6695723596508196e-09
497,NetworkX (Referência),6,144,0.0019345283508300781,1.0177005641164656e-08
497,Dijkstra Clássico (V^2),6,21,0.0016870498657226562,9.208797380085278e-09
497,Dijkstra Min-Heap ((V+E)logV),6,21,0.0006766319274902344,5.412326927653507e-09
497,NetworkX (Referência),6,21,0.002004384994506836,1.0351274768070282e-08
497,Dijkstra Clássico (V^2),6,495,0.0003113746643066406,3.937375107381444e-09
497,Dijkstra Min-Heap ((V+E)logV),6,495,0.0007627010345458984,5.354850084833209e-09
497,NetworkX (Referência),6,495,0.0029709339141845703,1.3963861773335693e-08
497,Dijkstra Clássico (V^2),6,420,0.0005693435668945312,5.70910597209858e-09
497,Dijkstra Min-Heap ((V+E)logV),6,420,0.0005161762237548828,4.776593096917363e-09
497,NetworkX (Referência),6,420,0.001962423324584961,1.0228527150093318e-08
497,Dijkstra Clássico (V^2),7,465,0.00033664703369140625,3.817484355016431e-09
497,Dijkstra Min-Heap ((V+E)logV),7,465,0.0005693435668945312,4.599868350519363e-09
497,NetworkX (Referência),7,465,0.002141237258911133,1.094005153099281e-08
497,Dijkstra Clássico (V^2),7,323,0.0002872943878173828,3.6635379591603347e-09
497,Dijkstra Min-Heap ((V+E)logV),7,323,0.0005571842193603516,4.653643089196535e-09
497,NetworkX (Referência),7,323,0.003020048141479492,1.4152114707049033e-08
497,Dijkstra Clássico (V^2),7,101,0.002105236053466797,1.0459867412577284e-08
497,Dijkstra Min-Heap ((V+E)logV),7,101,0.001020193099975586,6.017788806395264e-09
497,NetworkX (Referência),7,101,0.002065420150756836,1.0612188376513821e-08
497,Dijkstra Clássico (V^2),7,25,0.0021817684173583984,1.1039896096004726e-08
497,Dijkstra Min-Heap ((V+E)logV),7,25,0.0008404254913330078,5.914393604918652e-09
497,NetworkX (Referência),7,25,0.002008199691772461,1.0473022892349239e-08
497,Dijkstra Clássico (V^2),7,351,0.0004477500915527344,4.132454633780532e-09
497,Dijkstra Min-Heap ((V+E)logV),7,351,0.0006639957427978516,4.9682043155635695e-09
497,NetworkX (Referência),7,351,0.0019199848175048828,1.0062199892073967e-08
497,Dijkstra Clássico (V^2),8,162,0.0008993148803710938,6.1328088391615985e-09
497,Dijkstra Min-Heap ((V+E)logV),8,162,0.0009696483612060547,6.090004187533802e-09
497,NetworkX (Referência),8,162,0.0029332637786865234,1.3713884054214895e-08
497,Dijkstra Clássico (V^2),8,351,0.0008285045623779297,9.498558223741615e-09
497,Dijkstra Min-Heap ((V+E)logV),8,351,0.0006282329559326172,5.065976854010977e-09
497,NetworkX (Referência),8,351,0.0019214153289794922,1.0105752769988091e-08
497,Dijkstra Clássico (V^2),8,79,0.0007255077362060547,5.123073078252627e-09
497,Dijkstra Min-Heap ((V+E)logV),8,79,0.0005698204040527344,4.628864451346267e-09
497,NetworkX (Referência),8,79,0.002194643020629883,1.1357018129797882e-08
497,Dijkstra Clássico (V^2),8,368,0.0004057884216308594,4.61659119519375e-09
497,Dijkstra Min-Heap ((V+E)logV),8,368,0.0007159709930419922,6.129787870412164e-09
497,NetworkX (Referência),8,368,0.0031099319458007812,1.4536323630464538e-08
497,Dijkstra Clássico (V^2),8,349,0.0006127357482910156,4.534696447257201e-09
497,Dijkstra Min-Heap ((V+E)logV),8,349,0.0008351802825927734,9.564010573691056e-09
497,NetworkX (Referência),8,349,0.00194549560546875,1.0254240978068331e-08
497,Dijkstra Clássico (V^2),9,174,0.0013153553009033203,7.665349196933158e-09
497,Dijkstra Min-Heap ((V+E)logV),9,174,0.0006682872772216797,4.982791758784068e-09
497,NetworkX (Referência),9,174,0.0020182132720947266,1.0616404724368326e-08
497,Dijkstra Clássico (V^2),9,111,0.0004184246063232422,3.885795985739076e-09
497,Dijkstra Min-Heap ((V+E)logV),9,111,0.0005674362182617188,4.67322000971259e-09
497,NetworkX (Referência),9,111,0.0019237995147705078,1.0339769438371107e-08
497,Dijkstra Clássico (V^2),9,321,0.0003314018249511719,4.09715882324145e-09
497,Dijkstra Min-Heap ((V+E)logV),9,321,0.0007789134979248047,5.2655213922174425e-09
497,NetworkX (Referência),9,321,0.002966165542602539,1.379996875868358e-08
497,Dijkstra Clássico (V^2),9,267,0.002170562744140625,1.0902443578036909e-08
497,Dijkstra Min-Heap ((V+E)logV),9,267,0.0005807876586914062,4.595266182028157e-09
497,NetworkX (Referência),9,267,0.0019440650939941406,1.017339776160895e-08
497,Dijkstra Clássico (V^2),9,289,0.0006573200225830078,4.810724007877378e-09
497,Dijkstra Min-Heap ((V+E)logV),9,289,0.0006043910980224609,4.843091773750496e-09
497,NetworkX (Referência),9,289,0.0018603801727294922,1.0193515501484149e-08
497,Dijkstra Clássico (V^2),10,127,0.0013751983642578125,7.816176866844878e-09
497,Dijkstra Min-Heap ((V+E)logV),10,127,0.0005888938903808594,4.74251366480209e-09
497,NetworkX (Referência),10,127,0.0030732154846191406,1.4210534917415512e-08
497,Dijkstra Clássico (V^2),10,482,0.0005867481231689453,4.339821725678716e-09
497,Dijkstra Min-Heap ((V+E)logV),10,482,0.0008924007415771484,5.524962707602925e-09
497,NetworkX (Referência),10,482,0.0019333362579345703,1.0086126598716445e-08
497,Dijkstra Clássico (V^2),10,69,0.0005748271942138672,4.899543288879067e-09
497,Dijkstra Min-Heap ((V+E)logV),10,69,0.0005340576171875,4.67032913500962e-09
497,NetworkX (Referência),10,69,0.001990795135498047,1.0463703514560604e-08
497,Dijkstra Clássico (V^2),10,487,0.0002932548522949219,3.775192830414372e-09
497,Dijkstra Min-Heap ((V+E)logV),10,487,0.0005414485931396484,4.579614011796074e-09
497,NetworkX (Referência),10,487,0.002045869827270508,1.0575307277479994e-08
497,Dijkstra Clássico (V^2),10,200,0.0011060237884521484,7.2961066625279594e-09
497,Dijkstra Min-Heap ((V+E)logV),10,200,0.0009760856628417969,5.828647145148258e-09
497,NetworkX (Referência),10,200,0.003071308135986328,1.419032666912518e-08
497,Dijkstra Clássico (V^2),11,10,0.009186744689941406,3.891365422322761e-08
497,Dijkstra Min-Heap ((V+E)logV),11,10,0.001117706298828125,6.900087989480617e-09
497,NetworkX (Referência),11,10,0.002008199691772461,1.0582868527998903e-08
497,Dijkstra Clássico (V^2),11,292,0.0005209445953369141,4.678354264038304e-09
497,Dijkstra Min-Heap ((V+E)logV),11,292,0.0006058216094970703,4.92588045394096e-09
497,NetworkX (Referência),11,292,0.0019788742065429688,1.0329643848748205e-08
497,Dijkstra Clássico (V^2),11,191,0.0007193088531494141,5.261584189616611e-09
497,Dijkstra Min-Heap ((V+E)logV),11,191,0.0005466938018798828,4.944876597181649e-09
497,NetworkX (Referência),11,191,0.0019762516021728516,1.0945676611253862e-08
497,Dijkstra Clássico (V^2),11,280,0.0012438297271728516,1.1363740088666995e-08
497,Dijkstra Min-Heap ((V+E)logV),11,280,0.001209259033203125,6.8578672740140755e-09
497,NetworkX (Referência),11,280,0.004339933395385742,1.9378496939654547e-08
497,Dijkstra Clássico (V^2),11,169,0.0004189014434814453,4.140242805377969e-09
497,Dijkstra Min-Heap ((V+E)logV),11,169,0.0005102157592773438,4.311414022811561e-09
497,NetworkX (Referência),11,169,0.001958608627319336,1.0264007137235958e-08
497,Dijkstra Clássico (V^2),12,415,0.0003247261047363281,3.665567982903922e-09
497,Dijkstra Min-Heap ((V+E)logV),12,415,0.0004937648773193359,4.4812333767009e-09
497,NetworkX (Referência),12,415,0.0019299983978271484,1.0327528333603774e-08
497,Dijkstra Clássico (V^2),12,491,0.0002987384796142578,3.6381385862452532e-09
497,Dijkstra Min-Heap ((V+E)logV),12,491,0.0008308887481689453,5.405508327387695e-09
497,NetworkX (Referência),12,491,0.003058195114135742,1.4320042865611027e-08
497,Dijkstra Clássico (V^2),12,287,0.0019037723541259766,2.0308181943666943e-08
497,Dijkstra Min-Heap ((V+E)logV),12,287,0.001104593276977539,7.141093124329998e-09
497,NetworkX (Referência),12,287,0.003172636032104492,1.4792424688929187e-08
497,Dijkstra Clássico (V^2),12,89,0.002216815948486328,1.1076565327876393e-08
497,Dijkstra Min-Heap ((V+E)logV),12,89,0.0008070468902587891,5.511039487858131e-09
497,NetworkX (Referência),12,89,0.002223491668701172,1.1362196430032166e-08
497,Dijkstra Clássico (V^2),12,379,0.0005953311920166016,4.731178572447416e-09
497,Dijkstra Min-Heap ((V+E)logV),12,379,0.0005362033843994141,4.609538054686282e-09
497,NetworkX (Referência),12,379,0.0019390583038330078,1.0160635166040716e-08
497,Dijkstra Clássico (V^2),13,494,0.0004928112030029297,3.938842754611416e-09
497,Dijkstra Min-Heap ((V+E)logV),13,494,0.0008461475372314453,5.5464031336060876e-09
497,NetworkX (Referência),13,494,0.0032606124877929688,1.506398351954136e-08
497,Dijkstra Clássico (V^2),13,114,0.0007431507110595703,5.2256669010487025e-09
497,Dijkstra Min-Heap ((V+E)logV),13,114,0.0006213188171386719,5.23562225345387e-09
497,NetworkX (Referência),13,114,0.003088235855102539,1.4316546682382548e-08
497,Dijkstra Clássico (V^2),13,476,0.0006158351898193359,1.5111847156927254e-08
497,Dijkstra Min-Heap ((V+E)logV),13,476,0.0008609294891357422,2.230034840255632e-08
497,NetworkX (Referência),13,476,0.002000093460083008,1.0687792706985965e-08
497,Dijkstra Clássico (V^2),13,318,0.0003871917724609375,4.15643133507227e-09
497,Dijkstra Min-Heap ((V+E)logV),13,318,0.0008749961853027344,5.587090412679425e-09
497,NetworkX (Referência),13,318,0.004263639450073242,2.0309216934032015e-08
497,Dijkstra Clássico (V^2),13,151,0.003244161605834961,1.499310271799774e-08
497,Dijkstra Min-Heap ((V+E)logV),13,151,0.0030531883239746094,4.574922486792429e-08
497,NetworkX (Referência),13,151,0.004333972930908203,3.6530442214250657e-08
497,Dijkstra Clássico (V^2),14,364,0.000560760498046875,2.0774749678318984e-08
497,Dijkstra Min-Heap ((V+E)logV),14,364,0.0005550384521484375,4.608272425591398e-09
497,NetworkX (Referência),14,364,0.0019049644470214844,9.92459014632264e-09
497,Dijkstra Clássico (V^2),14,76,0.0023543834686279297,1.1835410110204642e-08
497,Dijkstra Min-Heap ((V+E)logV),14,76,0.0008234977722167969,5.7349147685546784e-09
497,NetworkX (Referência),14,76,0.0032320022583007812,1.571915135421594e-08
497,Dijkstra Clássico (V^2),14,435,0.0009515285491943359,1.2225190774752947e-08
497,Dijkstra Min-Heap ((V+E)logV),14,435,0.0008718967437744141,7.079489885121991e-09
497,NetworkX (Referência),14,435,0.0046041011810302734,2.0908650814280416e-08
497,Dijkstra Clássico (V^2),14,271,0.0004138946533203125,4.2155845314972455e-09
497,Dijkstra Min-Heap ((V+E)logV),14,271,0.0008695125579833984,5.5623998660547e-09
497,NetworkX (Referência),14,271,0.0025365352630615234,1.296035993073604e-08
497,Dijkstra Clássico (V^2),14,57,0.008087158203125,8.843471586751151e-08
497,Dijkstra Min-Heap ((V+E)logV),14,57,0.0012922286987304688,2.6867273043292214e-08
497,NetworkX (Referência),14,57,0.010085344314575195,5.656503716025349e-08
1000,Dijkstra Clássico (V^2),0,816,0.0013582706451416016,7.755668090703362e-09
1000,Dijkstra Min-Heap ((V+E)logV),0,816,0.0008835792541503906,6.228339671916042e-09
1000,NetworkX (Referência),0,816,0.006646394729614258,2.88127251533833e-08
1000,Dijkstra Clássico (V^2),0,263,0.0007007122039794922,5.23526542426004e-09
1000,Dijkstra Min-Heap ((V+E)logV),0,263,0.0014605522155761719,8.048070772486853e-09
1000,NetworkX (Referência),0,263,0.006404399871826172,2.7727779803742702e-08
1000,Dijkstra Clássico (V^2),0,471,0.00957798957824707,4.062487110699847e-08
1000,Dijkstra Min-Heap ((V+E)logV),0,471,0.00150299072265625,8.400278236176542e-09
1000,NetworkX (Referência),0,471,0.0062754154205322266,2.8100368728261592e-08
1000,Dijkstra Clássico (V^2),0,495,0.01076364517211914,4.458752515731637e-08
1000,Dijkstra Min-Heap ((V+E)logV),0,495,0.00206756591796875,1.023327688331437e-08
1000,NetworkX (Referência),0,495,0.006518840789794922,2.869811157209064e-08
1000,Dijkstra Clássico (V^2),0,796,0.0012824535369873047,7.303830716398779e-09
1000,Dijkstra Min-Heap ((V+E)logV),0,796,0.0009214878082275391,6.126008082159855e-09
1000,NetworkX (Referência),0,796,0.006278038024902344,2.75735830705533e-08
1000,Dijkstra Clássico (V^2),1,47,0.046590328216552734,1.8485138760763422e-07
1000,Dijkstra Min-Heap ((V+E)logV),1,47,0.0049173831939697266,2.210117184438468e-08
1000,NetworkX (Referência),1,47,0.00634312629699707,2.773080374751747e-08
1000,Dijkstra Clássico (V^2),1,506,0.010521650314331055,4.384008181506013e-08
1000,Dijkstra Min-Heap ((V+E)logV),1,506,0.002813100814819336,1.329234464975898e-08
1000,NetworkX (Referência),1,506,0.009864568710327148,4.083080084669827e-08
1000,Dijkstra Clássico (V^2),1,542,0.002731800079345703,1.4724289428617127e-08
1000,Dijkstra Min-Heap ((V+E)logV),1,542,0.0012280941009521484,7.482566343786517e-09
1000,NetworkX (Referência),1,542,0.006189584732055664,2.6930203427679974e-08
1000,Dijkstra Clássico (V^2),1,234,0.03874039649963379,1.55118164132846e-07
1000,Dijkstra Min-Heap ((V+E)logV),1,234,0.003555774688720703,1.6944022866032703e-08
1000,NetworkX (Referência),1,234,0.0062296390533447266,2.7036732966176945e-08
1000,Dijkstra Clássico (V^2),1,765,0.0007302761077880859,5.38306432007449e-09
1000,Dijkstra Min-Heap ((V+E)logV),1,765,0.0009226799011230469,6.223681748078903e-09
1000,NetworkX (Referência),1,765,0.008209228515625,3.422731348651647e-08
1000,Dijkstra Clássico (V^2),2,473,0.013660430908203125,5.569390933681091e-08
1000,Dijkstra Min-Heap ((V+E)logV),2,473,0.0024619102478027344,1.1809812809682248e-08
1000,NetworkX (Referência),2,473,0.006268024444580078,2.721899655842888e-08
1000,Dijkstra Clássico (V^2),2,876,0.0007319450378417969,5.457757248708024e-09
1000,Dijkstra Min-Heap ((V+E)logV),2,876,0.0009467601776123047,6.553490924040199e-09
1000,NetworkX (Referência),2,876,0.005957126617431641,2.58707342057459e-08
1000,Dijkstra Clássico (V^2),2,125,0.06311416625976562,2.4888334451692605e-07
1000,Dijkstra Min-Heap ((V+E)logV),2,125,0.0033876895904541016,1.623938417578458e-08
1000,NetworkX (Referência),2,125,0.006144285202026367,2.6749451900090835e-08
1000,Dijkstra Clássico (V^2),2,823,0.0006060600280761719,1.078200680193056e-08
1000,Dijkstra Min-Heap ((V+E)logV),2,823,0.001546621322631836,8.06942310570096e-09
1000,NetworkX (Referência),2,823,0.009968996047973633,4.125090661377586e-08
1000,Dijkstra Clássico (V^2),2,944,0.0005915164947509766,4.652767927622864e-09
1000,Dijkstra Min-Heap ((V+E)logV),2,944,0.0009064674377441406,6.131933678644354e-09
1000,NetworkX (Referência),2,944,0.006177186965942383,2.6933086683262066e-08
1000,Dijkstra Clássico (V^2),3,81,0.0401613712310791,1.5950859392256942e-07
1000,Dijkstra Min-Heap ((V+E)logV),3,81,0.0037932395935058594,1.7493579439064844e-08
1000,NetworkX (Referência),3,81,0.006287336349487305,2.7263459723017227e-08
1000,Dijkstra Clássico (V^2),3,884,0.0005044937133789062,4.871002517616232e-09
1000,Dijkstra Min-Heap ((V+E)logV),3,884,0.0009031295776367188,6.019150519853995e-09
1000,NetworkX (Referência),3,884,0.010735511779785156,4.4239618601535934e-08
1000,Dijkstra Clássico (V^2),3,599,0.012876033782958984,5.2573924855386334e-08
1000,Dijkstra Min-Heap ((V+E)logV),3,599,0.002301931381225586,1.1288018673962928e-08
1000,NetworkX (Referência),3,599,0.006291866302490234,2.761957335359403e-08
1000,Dijkstra Clássico (V^2),3,339,0.01867365837097168,7.573337258788504e-08
1000,Dijkstra Min-Heap ((V+E)logV),3,339,0.0026412010192871094,1.351140366514949e-08
1000,NetworkX (Referência),3,339,0.006360054016113281,2.7567332609145803e-08
1000,Dijkstra Clássico (V^2),3,262,0.01526188850402832,6.261511939352554e-08
1000,Dijkstra Min-Heap ((V+E)logV),3,262,0.0019562244415283203,1.0238003200027092e-08
1000,NetworkX (Referência),3,262,0.009421825408935547,3.929816291943772e-08
1000,Dijkstra Clássico (V^2),4,362,0.025757312774658203,1.0290332351095046e-07
1000,Dijkstra Min-Heap ((V+E)logV),4,362,0.0030736923217773438,1.4356933072102407e-08
1000,NetworkX (Referência),4,362,0.010412454605102539,4.3178978719833214e-08
1000,Dijkstra Clássico (V^2),4,18,0.048583269119262695,1.9277350134227597e-07
1000,Dijkstra Min-Heap ((V+E)logV),4,18,0.00435185432434082,2.0514471671742257e-08
1000,NetworkX (Referência),4,18,0.006444692611694336,2.7752126530269773e-08
1000,Dijkstra Clássico (V^2),4,544,0.0025339126586914062,1.2474489216312654e-08
1000,Dijkstra Min-Heap ((V+E)logV),4,544,0.0010216236114501953,6.5062547117335344e-09
1000,NetworkX (Referência),4,544,0.006532192230224609,2.826338527994868e-08
1000,Dijkstra Clássico (V^2),4,259,0.04050111770629883,1.6109352444566132e-07
1000,Dijkstra Min-Heap ((V+E)logV),4,259,0.003130197525024414,1.494344638506314e-08
1000,NetworkX (Referência),4,259,0.009477853775024414,3.940559066423889e-08
1000,Dijkstra Clássico (V^2),4,296,0.04351186752319336,1.720396264638171e-07
1000,Dijkstra Min-Heap ((V+E)logV),4,296,0.004503965377807617,1.9854965573137485e-08
1000,NetworkX (Referência),4,296,0.006708383560180664,2.9029670697562165e-08
1000,Dijkstra Clássico (V^2),5,604,0.004532337188720703,2.0907331103262292e-08
1000,Dijkstra Min-Heap ((V+E)logV),5,604,0.0012454986572265625,7.600540068647519e-09
1000,NetworkX (Referência),5,604,0.006207466125488281,2.7043631853250118e-08
1000,Dijkstra Clássico (V^2),5,7,0.04526567459106445,1.795010908135821e-07
1000,Dijkstra Min-Heap ((V+E)logV),5,7,0.004896640777587891,2.1973123453064897e-08
1000,NetworkX (Referência),5,7,0.006243705749511719,2.710499330305635e-08
1000,Dijkstra Clássico (V^2),5,112,0.046774864196777344,1.8491046980962634e-07
1000,Dijkstra Min-Heap ((V+E)logV),5,112,0.0046176910400390625,2.0790512428023623e-08
1000,NetworkX (Referência),5,112,0.010091543197631836,4.168489044091976e-08
1000,Dijkstra Clássico (V^2),5,236,0.032145023345947266,1.282008699361464e-07
1000,Dijkstra Min-Heap ((V+E)logV),5,236,0.003153562545776367,1.5188753541972008e-08
1000,NetworkX (Referência),5,236,0.0060536861419677734,2.6338992604828193e-08
1000,Dijkstra Clássico (V^2),5,520,0.013015270233154297,8.435819813425778e-08
1000,Dijkstra Min-Heap ((V+E)logV),5,520,0.0011966228485107422,7.520623678833513e-09
1000,NetworkX (Referência),5,520,0.012204647064208984,5.02005109720452e-08
1000,Dijkstra Clássico (V^2),6,237,0.029763460159301758,1.1907816636697317e-07
1000,Dijkstra Min-Heap ((V+E)logV),6,237,0.0054090023040771484,2.3553469833057734e-08
1000,NetworkX (Referência),6,237,0.009360074996948242,3.875525619491687e-08
1000,Dijkstra Clássico (V^2),6,69,0.08670616149902344,3.406950560253233e-07
1000,Dijkstra Min-Heap ((V+E)logV),6,69,0.003719329833984375,1.727430874307718e-08
1000,NetworkX (Referência),6,69,0.006166219711303711,2.6717535932611004e-08
1000,Dijkstra Clássico (V^2),6,643,0.0029456615447998047,1.3886671596152753e-08
1000,Dijkstra Min-Heap ((V+E)logV),6,643,0.0011241436004638672,6.931419835501888e-09
1000,NetworkX (Referência),6,643,0.006247520446777344,2.7077674114050175e-08
1000,Dijkstra Clássico (V^2),6,787,0.0015175342559814453,8.431351009691843e-09
1000,Dijkstra Min-Heap ((V+E)logV),6,787,0.0016934871673583984,8.767462125102491e-09
1000,NetworkX (Referência),6,787,0.006193637847900391,2.6913733337317202e-08
1000,Dijkstra Clássico (V^2),6,636,0.008152246475219727,3.411665290466276e-08
1000,Dijkstra Min-Heap ((V+E)logV),6,636,0.003317117691040039,2.250576650107389e-08
1000,NetworkX (Referência),6,636,0.011669635772705078,4.91872894331648e-08
1000,Dijkstra Clássico (V^2),7,614,0.0028755664825439453,1.3828120735045014e-08
1000,Dijkstra Min-Heap ((V+E)logV),7,614,0.0010924339294433594,6.7436077337507405e-09
1000,NetworkX (Referência),7,614,0.006995677947998047,3.010861295106124e-08
1000,Dijkstra Clássico (V^2),7,563,0.002609729766845703,1.2681608201713389e-08
1000,Dijkstra Min-Heap ((V+E)logV),7,563,0.0010633468627929688,6.600764492198758e-09
1000,NetworkX (Referência),7,563,0.00624847412109375,2.7156123043030195e-08
1000,Dijkstra Clássico (V^2),7,931,0.001003265380859375,6.633677351396784e-09
1000,Dijkstra Min-Heap ((V+E)logV),7,931,0.00096893310546875,6.397595161462172e-09
1000,NetworkX (Referência),7,931,0.010495901107788086,4.344024116521967e-08
1000,Dijkstra Clássico (V^2),7,601,0.006655216217041016,2.8209471898744172e-08
1000,Dijkstra Min-Heap ((V+E)logV),7,601,0.0021178722381591797,1.2269726606816497e-08
1000,NetworkX (Referência),7,601,0.006259441375732422,2.721246286411342e-08
1000,Dijkstra Clássico (V^2),7,104,0.04243135452270508,1.6852973382649592e-07
1000,Dijkstra Min-Heap ((V+E)logV),7,104,0.003348827362060547,1.5975863296985782e-08
1000,NetworkX (Referência),7,104,0.00618290901184082,2.690283015658153e-08
1000,Dijkstra Clássico (V^2),8,510,0.0010445117950439453,7.381161395040343e-09
1000,Dijkstra Min-Heap ((V+E)logV),8,510,0.0011725425720214844,7.314185271962647e-09
1000,NetworkX (Referência),8,510,0.006077289581298828,2.6403474638495918e-08
1000,Dijkstra Clássico (V^2),8,20,0.0521702766418457,2.0602590861300873e-07
1000,Dijkstra Min-Heap ((V+E)logV),8,20,0.0053136348724365234,2.3560634111338316e-08
1000,NetworkX (Referência),8,20,0.011004209518432617,4.5515094089235984e-08
1000,Dijkstra Clássico (V^2),8,971,0.0006508827209472656,5.424954039791579e-09
1000,Dijkstra Min-Heap ((V+E)logV),8,971,0.0024192333221435547,1.3577813879106047e-08
1000,NetworkX (Referência),8,971,0.006294965744018555,2.736442421140999e-08
1000,Dijkstra Clássico (V^2),8,376,0.009221315383911133,3.873669196359097e-08
