Tamanho_N,Algoritmo,Repeticao,No_Fonte,Tempo_s,CO2_Emissoes_kg
1000,Dijkstra Min-Heap ((V+E)logV),8,376,0.0017008781433105469,9.291718940838692e-09
1000,NetworkX (Referência),8,376,0.006319284439086914,2.754442565323217e-08
1000,Dijkstra Clássico (V^2),8,176,0.031193971633911133,1.2489632031310057e-07
1000,Dijkstra Min-Heap ((V+E)logV),8,176,0.0031218528747558594,1.4949311952912056e-08
1000,NetworkX (Referência),8,176,0.009958028793334961,4.120289801482313e-08
1000,Dijkstra Clássico (V^2),9,96,0.09452486038208008,3.780240337807394e-07
1000,Dijkstra Min-Heap ((V+E)logV),9,96,0.007276296615600586,3.183191519820877e-08
1000,NetworkX (Referência),9,96,0.00750279426574707,3.217553589986952e-08
1000,Dijkstra Clássico (V^2),9,44,0.046277761459350586,1.8354079342336126e-07
1000,Dijkstra Min-Heap ((V+E)logV),9,44,0.004530191421508789,2.094948342703645e-08
1000,NetworkX (Referência),9,44,0.0062029361724853516,2.7049795150848248e-08
1000,Dijkstra Clássico (V^2),9,980,0.0005860328674316406,4.776055808686746e-09
1000,Dijkstra Min-Heap ((V+E)logV),9,980,0.0009543895721435547,6.531849597052421e-09
1000,NetworkX (Referência),9,980,0.006279468536376953,2.7540149276995618e-08
1000,Dijkstra Clássico (V^2),9,777,0.0036754608154296875,1.7906941132409878e-08
1000,Dijkstra Min-Heap ((V+E)logV),9,777,0.0018684864044189453,1.2876698506246011e-08
1000,NetworkX (Referência),9,777,0.011198282241821289,5.163292780455267e-08
1000,Dijkstra Clássico (V^2),9,15,0.08107876777648926,3.1871151873140334e-07
1000,Dijkstra Min-Heap ((V+E)logV),9,15,0.004322528839111328,1.9474835655764382e-08
1000,NetworkX (Referência),9,15,0.006293773651123047,2.7528983492329654e-08
1000,Dijkstra Clássico (V^2),10,16,0.04575085639953613,1.81922094951696e-07
1000,Dijkstra Min-Heap ((V+E)logV),10,16,0.0041141510009765625,1.8830700724727993e-08
1000,NetworkX (Referência),10,16,0.00637054443359375,2.812069480493105e-08
1000,Dijkstra Clássico (V^2),10,186,0.0008423328399658203,5.845388758770347e-09
1000,Dijkstra Min-Heap ((V+E)logV),10,186,0.0009350776672363281,6.243828853203117e-09
1000,NetworkX (Referência),10,186,0.009365558624267578,3.8905368720259354e-08
1000,Dijkstra Clássico (V^2),10,447,0.02636885643005371,1.0535976693558026e-07
1000,Dijkstra Min-Heap ((V+E)logV),10,447,0.0045773983001708984,2.08150747376316e-08
1000,NetworkX (Referência),10,447,0.006700277328491211,2.909815089334756e-08
1000,Dijkstra Clássico (V^2),10,445,0.010283708572387695,4.2843398200061085e-08
1000,Dijkstra Min-Heap ((V+E)logV),10,445,0.0016906261444091797,9.407461368686602e-09
1000,NetworkX (Referência),10,445,0.006521701812744141,2.8467035957342995e-08
1000,Dijkstra Clássico (V^2),10,712,0.0007183551788330078,5.261283113867146e-09
1000,Dijkstra Min-Heap ((V+E)logV),10,712,0.0010058879852294922,7.417318426879871e-09
1000,NetworkX (Referência),10,712,0.0062541961669921875,2.7169033946123256e-08
1000,Dijkstra Clássico (V^2),11,153,0.01696181297302246,6.899403825674e-08
1000,Dijkstra Min-Heap ((V+E)logV),11,153,0.0037996768951416016,1.7089224898101173e-08
1000,NetworkX (Referência),11,153,0.009712696075439453,4.025785503932612e-08
1000,Dijkstra Clássico (V^2),11,275,0.05423474311828613,2.1411335661647767e-07
1000,Dijkstra Min-Heap ((V+E)logV),11,275,0.002954244613647461,1.4162412207946218e-08
1000,NetworkX (Referência),11,275,0.006497621536254883,2.9245136515408754e-08
1000,Dijkstra Clássico (V^2),11,283,0.018605470657348633,7.535907460083633e-08
1000,Dijkstra Min-Heap ((V+E)logV),11,283,0.002216339111328125,1.155688121300045e-08
1000,NetworkX (Referência),11,283,0.00634765625,2.7408074660545637e-08
1000,Dijkstra Clássico (V^2),11,54,0.044339895248413086,1.7584847053144937e-07
1000,Dijkstra Min-Heap ((V+E)logV),11,54,0.0043985843658447266,1.9921389725254417e-08
1000,NetworkX (Referência),11,54,0.010214805603027344,4.2225777362417415e-08
1000,Dijkstra Clássico (V^2),11,694,0.003304719924926758,1.6457298363709865e-08
1000,Dijkstra Min-Heap ((V+E)logV),11,694,0.0018994808197021484,1.010677456688935e-08
1000,NetworkX (Referência),11,694,0.0062181949615478516,2.6959403405066163e-08
1000,Dijkstra Clássico (V^2),12,918,0.0009055137634277344,5.590587339379001e-09
1000,Dijkstra Min-Heap ((V+E)logV),12,918,0.001007080078125,6.617047431566497e-09
1000,NetworkX (Referência),12,918,0.006214141845703125,2.6958050426019468e-08
1000,Dijkstra Clássico (V^2),12,322,0.026442289352416992,1.0568602621711122e-07
1000,Dijkstra Min-Heap ((V+E)logV),12,322,0.0024335384368896484,1.2781515397467473e-08
1000,NetworkX (Referência),12,322,0.0062215328216552734,2.7046670106202428e-08
1000,Dijkstra Clássico (V^2),12,457,0.010210752487182617,4.257394949563221e-08
1000,Dijkstra Min-Heap ((V+E)logV),12,457,0.002657175064086914,1.2405838040725827e-08
1000,NetworkX (Referência),12,457,0.009668350219726562,4.001530736235852e-08
1000,Dijkstra Clássico (V^2),12,575,0.008956670761108398,4.049196648949843e-08
1000,Dijkstra Min-Heap ((V+E)logV),12,575,0.0012586116790771484,7.503234382340728e-09
1000,NetworkX (Referência),12,575,0.0061647891998291016,2.6870435629129485e-08
1000,Dijkstra Clássico (V^2),12,502,0.008163690567016602,3.447052891686284e-08
1000,Dijkstra Min-Heap ((V+E)logV),12,502,0.0014965534210205078,8.589092433901309e-09
1000,NetworkX (Referência),12,502,0.006269693374633789,2.741338063915805e-08
1000,Dijkstra Clássico (V^2),13,1,0.03678607940673828,1.4647389733460018e-07
1000,Dijkstra Min-Heap ((V+E)logV),13,1,0.0033636093139648438,1.613771736560729e-08
1000,NetworkX (Referência),13,1,0.006165504455566406,2.685296641621266e-08
1000,Dijkstra Clássico (V^2),13,435,0.010751724243164062,4.431119986673569e-08
1000,Dijkstra Min-Heap ((V+E)logV),13,435,0.002124786376953125,1.0424932892438928e-08
1000,NetworkX (Referência),13,435,0.01343226432800293,5.5334603383750316e-08
1000,Dijkstra Clássico (V^2),13,302,0.021544456481933594,8.731483358202198e-08
1000,Dijkstra Min-Heap ((V+E)logV),13,302,0.002433300018310547,1.2183515151766173e-08
1000,NetworkX (Referência),13,302,0.006780385971069336,2.969168538072788e-08
1000,Dijkstra Clássico (V^2),13,333,0.05399799346923828,2.132931723141629e-07
1000,Dijkstra Min-Heap ((V+E)logV),13,333,0.0031054019927978516,1.4713205974226483e-08
1000,NetworkX (Referência),13,333,0.006295204162597656,2.744077769647203e-08
1000,Dijkstra Clássico (V^2),13,330,0.020946741104125977,8.454988666688337e-08
1000,Dijkstra Min-Heap ((V+E)logV),13,330,0.003995418548583984,1.8028732931918284e-08
1000,NetworkX (Referência),13,330,0.01067662239074707,4.4160216268361216e-08
1000,Dijkstra Clássico (V^2),14,84,0.07918810844421387,3.1139172361873135e-07
1000,Dijkstra Min-Heap ((V+E)logV),14,84,0.0042266845703125,1.956813035712655e-08
1000,NetworkX (Referência),14,84,0.0063800811767578125,2.789094261834572e-08
1000,Dijkstra Clássico (V^2),14,979,0.0005362033843994141,4.408156216764234e-09
1000,Dijkstra Min-Heap ((V+E)logV),14,979,0.0009217262268066406,6.042439208750037e-09
1000,NetworkX (Referência),14,979,0.0062673091888427734,2.7096526411775815e-08
1000,Dijkstra Clássico (V^2),14,835,0.0007274150848388672,5.412899712931507e-09
1000,Dijkstra Min-Heap ((V+E)logV),14,835,0.000985860824584961,6.543869541353385e-09
1000,NetworkX (Referência),14,835,0.006674528121948242,2.8900907903749772e-08
1000,Dijkstra Clássico (V^2),14,73,0.030135393142700195,1.199237171471355e-07
1000,Dijkstra Min-Heap ((V+E)logV),14,73,0.0035147666931152344,1.6036937982121662e-08
1000,NetworkX (Referência),14,73,0.010489225387573242,4.318268769996417e-08
1000,Dijkstra Clássico (V^2),14,758,0.0013844966888427734,8.066047909145907e-09
1000,Dijkstra Min-Heap ((V+E)logV),14,758,0.0010256767272949219,6.531916502309697e-09
1000,NetworkX (Referência),14,758,0.00632023811340332,2.7528210548143648e-08
5000,Dijkstra Clássico (V^2),0,1249,1.3601150512695312,5.311353573124096e-06
5000,Dijkstra Min-Heap ((V+E)logV),0,1249,0.08760929107666016,3.5023986137542387e-07
5000,NetworkX (Referência),0,1249,0.22254586219787598,8.711651068106554e-07
5000,Dijkstra Clássico (V^2),0,1572,1.2853190898895264,5.019758357511945e-06
5000,Dijkstra Min-Heap ((V+E)logV),0,1572,0.037248849868774414,1.4814094432240952e-07
5000,NetworkX (Referência),0,1572,0.18842816352844238,7.390124371268364e-07
5000,Dijkstra Clássico (V^2),0,4795,0.0044481754302978516,2.1424208984884145e-08
5000,Dijkstra Min-Heap ((V+E)logV),0,4795,0.006133556365966797,2.661873100582059e-08
5000,NetworkX (Referência),0,4795,0.14229130744934082,5.583491197218278e-07
5000,Dijkstra Clássico (V^2),0,4657,0.016501665115356445,6.717394828392997e-08
5000,Dijkstra Min-Heap ((V+E)logV),0,4657,0.008461236953735352,3.5301723635075904e-08
5000,NetworkX (Referência),0,4657,0.21350860595703125,8.357277796662573e-07
5000,Dijkstra Clássico (V^2),0,401,1.8973758220672607,7.408423327343572e-06
5000,Dijkstra Min-Heap ((V+E)logV),0,401,0.05248117446899414,2.0782851636553828e-07
5000,NetworkX (Referência),0,401,0.1504991054534912,5.90224406969925e-07
5000,Dijkstra Clássico (V^2),1,4144,0.14061927795410156,5.517675546924384e-07
5000,Dijkstra Min-Heap ((V+E)logV),1,4144,0.008521080017089844,3.606974079172151e-08
5000,NetworkX (Referência),1,4144,0.13688230514526367,5.371431640973638e-07
5000,Dijkstra Clássico (V^2),1,1144,2.6129989624023438,1.0200934200545305e-05
5000,Dijkstra Min-Heap ((V+E)logV),1,1144,0.03931474685668945,1.56556732926433e-07
5000,NetworkX (Referência),1,1144,0.13778162002563477,5.407629804260103e-07
5000,Dijkstra Clássico (V^2),1,3420,0.3973727226257324,1.5543240748340854e-06
5000,Dijkstra Min-Heap ((V+E)logV),1,3420,0.013450384140014648,5.5320621436845805e-08
5000,NetworkX (Referência),1,3420,0.141953706741333,5.572778840529107e-07
5000,Dijkstra Clássico (V^2),1,2568,0.7345786094665527,2.8697245288630133e-06
5000,Dijkstra Min-Heap ((V+E)logV),1,2568,0.021326541900634766,8.595285058311412e-08
5000,NetworkX (Referência),1,2568,0.21853280067443848,8.554575789868027e-07
5000,Dijkstra Clássico (V^2),1,1345,1.9965825080871582,7.813859785944917e-06
5000,Dijkstra Min-Heap ((V+E)logV),1,1345,0.040602684020996094,1.6157337292085133e-07
5000,NetworkX (Referência),1,1345,0.1769096851348877,6.936109785004327e-07
5000,Dijkstra Clássico (V^2),2,3273,0.5325067043304443,2.0813370548760623e-06
5000,Dijkstra Min-Heap ((V+E)logV),2,3273,0.017117738723754883,6.970818830698169e-08
5000,NetworkX (Referência),2,3273,0.14567852020263672,5.71646903604019e-07
5000,Dijkstra Clássico (V^2),2,561,2.566990852355957,1.0021887549172972e-05
5000,Dijkstra Min-Heap ((V+E)logV),2,561,0.1665804386138916,6.624378639183835e-07
5000,NetworkX (Referência),2,561,0.15340924263000488,6.017546064545907e-07
5000,Dijkstra Clássico (V^2),2,76,1.7834875583648682,6.9644361839214535e-06
5000,Dijkstra Min-Heap ((V+E)logV),2,76,0.052228689193725586,2.0673827321639703e-07
5000,NetworkX (Referência),2,76,0.15430688858032227,6.055147072635778e-07
5000,Dijkstra Clássico (V^2),2,1733,1.2237799167633057,4.779284650753762e-06
5000,Dijkstra Min-Heap ((V+E)logV),2,1733,0.05821704864501953,2.2991020068261536e-07
5000,NetworkX (Referência),2,1733,0.23961448669433594,9.383217215511566e-07
5000,Dijkstra Clássico (V^2),2,1153,1.5863568782806396,6.194009490109502e-06
5000,Dijkstra Min-Heap ((V+E)logV),2,1153,0.04325389862060547,1.7754944325294422e-07
5000,NetworkX (Referência),2,1153,0.1490485668182373,5.847958314849137e-07
5000,Dijkstra Clássico (V^2),3,2815,0.8057811260223389,3.1493750957091862e-06
5000,Dijkstra Min-Heap ((V+E)logV),3,2815,0.02203679084777832,8.922542922621365e-08
5000,NetworkX (Referência),3,2815,0.14223265647888184,5.581732643779125e-07
5000,Dijkstra Clássico (V^2),3,2785,1.3477551937103271,5.262451868331172e-06
5000,Dijkstra Min-Heap ((V+E)logV),3,2785,0.042569637298583984,1.6850043442123885e-07
5000,NetworkX (Referência),3,2785,0.14789891242980957,5.801965052525248e-07
5000,Dijkstra Clássico (V^2),3,3902,0.32750821113586426,1.2843010815730012e-06
5000,Dijkstra Min-Heap ((V+E)logV),3,3902,0.009818315505981445,4.11965269396187e-08
5000,NetworkX (Referência),3,3902,0.13215327262878418,5.185497944657206e-07
5000,Dijkstra Clássico (V^2),3,1406,1.226633071899414,4.7903178458928785e-06
5000,Dijkstra Min-Heap ((V+E)logV),3,1406,0.036424875259399414,1.4498790796587602e-07
5000,NetworkX (Referência),3,1406,0.22032570838928223,8.623595189586022e-07
5000,Dijkstra Clássico (V^2),3,4046,0.3704397678375244,1.4480887252838914e-06
5000,Dijkstra Min-Heap ((V+E)logV),3,4046,0.015218973159790039,6.186625709619856e-08
5000,NetworkX (Referência),3,4046,0.13670849800109863,5.362021040447707e-07
5000,Dijkstra Clássico (V^2),4,3457,0.4826374053955078,1.8864093462267627e-06
5000,Dijkstra Min-Heap ((V+E)logV),4,3457,0.015280723571777344,6.24403139080451e-08
5000,NetworkX (Referência),4,3457,0.13890457153320312,5.451131810547692e-07
5000,Dijkstra Clássico (V^2),4,2617,0.8049972057342529,3.1443941944013287e-06
5000,Dijkstra Min-Heap ((V+E)logV),4,2617,0.022239208221435547,8.964271752852042e-08
5000,NetworkX (Referência),4,2617,0.25069618225097656,9.908974084380713e-07
5000,Dijkstra Clássico (V^2),4,4724,0.007681369781494141,3.222013603525279e-08
5000,Dijkstra Min-Heap ((V+E)logV),4,4724,0.008994579315185547,3.758021013770773e-08
5000,NetworkX (Referência),4,4724,0.1373586654663086,5.38802894783956e-07
5000,Dijkstra Clássico (V^2),4,4142,0.16845083236694336,6.603049888729248e-07
5000,Dijkstra Min-Heap ((V+E)logV),4,4142,0.008673429489135742,3.643246357001386e-08
5000,NetworkX (Referência),4,4142,0.15250515937805176,5.980705244187439e-07
5000,Dijkstra Clássico (V^2),4,4257,0.12383818626403809,4.861540101202231e-07
5000,Dijkstra Min-Heap ((V+E)logV),4,4257,0.008301973342895508,3.5651989539335325e-08
5000,NetworkX (Referência),4,4257,0.13894343376159668,5.451653812835077e-07
5000,Dijkstra Clássico (V^2),5,1612,2.2316744327545166,8.71261314429992e-06
5000,Dijkstra Min-Heap ((V+E)logV),5,1612,0.03661966323852539,1.4577703696561245e-07
5000,NetworkX (Referência),5,1612,0.1454455852508545,5.704777192128934e-07
5000,Dijkstra Clássico (V^2),5,3010,0.5411851406097412,2.1150329247798083e-06
5000,Dijkstra Min-Heap ((V+E)logV),5,3010,0.016805648803710938,6.841156752307623e-08
5000,NetworkX (Referência),5,3010,0.14209985733032227,5.573905185336661e-07
5000,Dijkstra Clássico (V^2),5,1144,1.376345157623291,5.3745042126881884e-06
5000,Dijkstra Min-Heap ((V+E)logV),5,1144,0.06838178634643555,2.6916254504245396e-07
5000,NetworkX (Referência),5,1144,0.22242474555969238,1.2806262795695417e-08
5000,Dijkstra Clássico (V^2),5,2093,0.9641768932342529,3.7654355448955215e-06
5000,Dijkstra Min-Heap ((V+E)logV),5,2093,0.0301358699798584,1.207771274653594e-07
5000,NetworkX (Referência),5,2093,0.14707708358764648,5.768128777908439e-07
5000,Dijkstra Clássico (V^2),5,3646,0.38991856575012207,1.524611705989067e-06
5000,Dijkstra Min-Heap ((V+E)logV),5,3646,0.01416158676147461,5.817569284902226e-08
5000,NetworkX (Referência),5,3646,0.1447288990020752,5.677423480605659e-07
5000,Dijkstra Clássico (V^2),6,3568,0.4625704288482666,1.8079855756202926e-06
5000,Dijkstra Min-Heap ((V+E)logV),6,3568,0.02549004554748535,1.020950543339072e-07
5000,NetworkX (Referência),6,3568,0.22481155395507812,8.799937844970036e-07
5000,Dijkstra Clássico (V^2),6,2282,0.888418436050415,3.47017474680557e-06
5000,Dijkstra Min-Heap ((V+E)logV),6,2282,0.026358604431152344,1.0565317394379291e-07
5000,NetworkX (Referência),6,2282,0.13831472396850586,5.42698500043383e-07
5000,Dijkstra Clássico (V^2),6,2075,0.9960348606109619,3.890156555886716e-06
5000,Dijkstra Min-Heap ((V+E)logV),6,2075,0.028688430786132812,1.1470228778079696e-07
5000,NetworkX (Referência),6,2075,0.1483914852142334,5.834546382545778e-07
5000,Dijkstra Clássico (V^2),6,23,3.45615816116333,1.3491270977866575e-05
5000,Dijkstra Min-Heap ((V+E)logV),6,23,0.05600261688232422,2.2141969498930286e-07
5000,NetworkX (Referência),6,23,0.1420760154724121,5.572915537777885e-07
5000,Dijkstra Clássico (V^2),6,2255,0.887451171875,3.466291505121103e-06
5000,Dijkstra Min-Heap ((V+E)logV),6,2255,0.02588629722595215,1.0386966343748795e-07
5000,NetworkX (Referência),6,2255,0.1395566463470459,5.474466294967055e-07
5000,Dijkstra Clássico (V^2),7,2174,1.0117509365081787,3.951940920836705e-06
5000,Dijkstra Min-Heap ((V+E)logV),7,2174,0.05025339126586914,1.9961052662392328e-07
5000,NetworkX (Referência),7,2174,0.2067720890045166,8.094130850931771e-07
5000,Dijkstra Clássico (V^2),7,2133,1.1836929321289062,4.622423136697021e-06
5000,Dijkstra Min-Heap ((V+E)logV),7,2133,0.02824258804321289,1.132688357702607e-07
5000,NetworkX (Referência),7,2133,0.16391658782958984,6.427406107774211e-07
5000,Dijkstra Clássico (V^2),7,4653,0.00555419921875,2.4219013037528897e-08
5000,Dijkstra Min-Heap ((V+E)logV),7,4653,0.005408287048339844,2.3900751194637047e-08
5000,NetworkX (Referência),7,4653,0.14525604248046875,5.695447946820675e-07
5000,Dijkstra Clássico (V^2),7,4889,0.003274679183959961,1.56589826796334e-08
5000,Dijkstra Min-Heap ((V+E)logV),7,4889,0.00892949104309082,3.72488429927086e-08
5000,NetworkX (Referência),7,4889,0.23200654983520508,9.08515847625232e-07
5000,Dijkstra Clássico (V^2),7,2872,0.9222376346588135,3.6019217782922054e-06
5000,Dijkstra Min-Heap ((V+E)logV),7,2872,0.019631624221801758,7.951747648876784e-08
5000,NetworkX (Referência),7,2872,0.15956401824951172,6.257257193743711e-07
5000,Dijkstra Clássico (V^2),8,2671,0.7954587936401367,3.107761725947587e-06
5000,Dijkstra Min-Heap ((V+E)logV),8,2671,0.02387833595275879,9.59231758414411e-08
5000,NetworkX (Referência),8,2671,0.1522209644317627,5.967652570285416e-07
5000,Dijkstra Clássico (V^2),8,2518,1.0975191593170166,4.286880447393371e-06
5000,Dijkstra Min-Heap ((V+E)logV),8,2518,0.04649162292480469,1.838267590523105e-07
5000,NetworkX (Referência),8,2518,0.2685048580169678,1.0534389516680497e-06
5000,Dijkstra Clássico (V^2),8,2497,0.9012753963470459,3.5203375158253826e-06
5000,Dijkstra Min-Heap ((V+E)logV),8,2497,0.0285341739654541,1.1433070318249595e-07
5000,NetworkX (Referência),8,2497,0.14557123184204102,5.712079340160477e-07
5000,Dijkstra Clássico (V^2),8,4316,0.10149216651916504,3.986902474979896e-07
5000,Dijkstra Min-Heap ((V+E)logV),8,4316,0.007375478744506836,3.192020481039652e-08
5000,NetworkX (Referência),8,4316,0.14525341987609863,5.701291484342288e-07
5000,Dijkstra Clássico (V^2),8,2854,1.34078049659729,5.237459877467452e-06
5000,Dijkstra Min-Heap ((V+E)logV),8,2854,0.04420280456542969,1.7521106815097743e-07
5000,NetworkX (Referência),8,2854,0.14305830001831055,5.614072517420867e-07
5000,Dijkstra Clássico (V^2),9,592,1.6086223125457764,6.2810170646411825e-06
5000,Dijkstra Min-Heap ((V+E)logV),9,592,0.09070515632629395,3.566501358717625e-07
5000,NetworkX (Referência),9,592,0.14600658416748047,5.728297185038447e-07
5000,Dijkstra Clássico (V^2),9,3775,0.22438621520996094,8.785401746025758e-07
5000,Dijkstra Min-Heap ((V+E)logV),9,3775,0.010125398635864258,4.233422114143708e-08
5000,NetworkX (Referência),9,3775,0.22192978858947754,8.687173817322124e-07
5000,Dijkstra Clássico (V^2),9,3658,0.6292965412139893,2.4587684053562287e-06
5000,Dijkstra Min-Heap ((V+E)logV),9,3658,0.02254319190979004,9.556683491847281e-08
5000,NetworkX (Referência),9,3658,0.13569998741149902,5.325248067818043e-07
5000,Dijkstra Clássico (V^2),9,2997,0.4832117557525635,1.889361774619765e-06
5000,Dijkstra Min-Heap ((V+E)logV),9,2997,0.015002965927124023,6.15795783673735e-08
5000,NetworkX (Referência),9,2997,0.1395254135131836,5.474717066065929e-07
5000,Dijkstra Clássico (V^2),9,718,1.5506150722503662,6.054760408653029e-06
5000,Dijkstra Min-Heap ((V+E)logV),9,718,0.0820474624633789,3.2262757886294385e-07
5000,NetworkX (Referência),9,718,0.3037588596343994,1.1900938773655665e-06
5000,Dijkstra Clássico (V^2),10,4226,0.2710087299346924,1.0659193780035502e-06
5000,Dijkstra Min-Heap ((V+E)logV),10,4226,0.007927894592285156,3.3760092495707214e-08
5000,NetworkX (Referência),10,4226,0.15665650367736816,6.144299467251006e-07
5000,Dijkstra Clássico (V^2),10,4058,0.22243118286132812,8.708163076248574e-07
5000,Dijkstra Min-Heap ((V+E)logV),10,4058,0.00962066650390625,4.066063488518061e-08
5000,NetworkX (Referência),10,4058,0.15511250495910645,6.08324453172377e-07
5000,Dijkstra Clássico (V^2),10,3736,0.3836171627044678,1.5010151250404736e-06
5000,Dijkstra Min-Heap ((V+E)logV),10,3736,0.012622594833374023,5.218968991589134e-08
5000,NetworkX (Referência),10,3736,0.2277369499206543,8.910743775334452e-07
5000,Dijkstra Clássico (V^2),10,639,2.101943254470825,8.206216960458833e-06
5000,Dijkstra Min-Heap ((V+E)logV),10,639,0.04453587532043457,1.7664029935346642e-07
5000,NetworkX (Referência),10,639,0.15185213088989258,5.955358231173874e-07
5000,Dijkstra Clássico (V^2),10,2419,0.8019812107086182,3.132763049756787e-06
5000,Dijkstra Min-Heap ((V+E)logV),10,2419,0.02387857437133789,9.603839064466141e-08
5000,NetworkX (Referência),10,2419,0.14303231239318848,5.616005227750005e-07
5000,Dijkstra Clássico (V^2),11,2556,1.4503602981567383,5.663137871582477e-06
5000,Dijkstra Min-Heap ((V+E)logV),11,2556,0.043277740478515625,1.713519037156127e-07
5000,NetworkX (Referência),11,2556,0.282656192779541,1.1085094665922743e-06
5000,Dijkstra Clássico (V^2),11,3265,0.38811326026916504,1.5175722724284586e-06
5000,Dijkstra Min-Heap ((V+E)logV),11,3265,0.014049530029296875,5.7852379266827984e-08
5000,NetworkX (Referência),11,3265,0.13592100143432617,5.333053564530817e-07
5000,Dijkstra Clássico (V^2),11,1723,1.1455812454223633,4.473583024695939e-06
5000,Dijkstra Min-Heap ((V+E)logV),11,1723,0.03552389144897461,1.4140876237514846e-07
5000,NetworkX (Referência),11,1723,0.1456584930419922,5.716241574068484e-07
5000,Dijkstra Clássico (V^2),11,150,3.2929811477661133,1.2854707164252187e-05
5000,Dijkstra Min-Heap ((V+E)logV),11,150,0.051436424255371094,2.034542550321699e-07
5000,NetworkX (Referência),11,150,0.14707493782043457,5.76926215150966e-07
5000,Dijkstra Clássico (V^2),11,529,1.6197009086608887,6.32424594538664e-06
5000,Dijkstra Min-Heap ((V+E)logV),11,529,0.05125927925109863,2.0288714896186448e-07
5000,NetworkX (Referência),11,529,0.14705586433410645,5.781113849389092e-07
5000,Dijkstra Clássico (V^2),12,4231,0.05942416191101074,2.348696422357002e-07
5000,Dijkstra Min-Heap ((V+E)logV),12,4231,0.010947704315185547,4.5051107233616824e-08
5000,NetworkX (Referência),12,4231,0.23113751411437988,9.044616921264715e-07
5000,Dijkstra Clássico (V^2),12,1297,1.4037806987762451,5.481829180937724e-06
5000,Dijkstra Min-Heap ((V+E)logV),12,1297,0.040051937103271484,1.5926180202058138e-07
5000,NetworkX (Referência),12,1297,0.15236711502075195,5.97482769451286e-07
5000,Dijkstra Clássico (V^2),12,1482,1.1433112621307373,4.464774893505156e-06
5000,Dijkstra Min-Heap ((V+E)logV),12,1482,0.033530235290527344,1.336136923353943e-07
5000,NetworkX (Referência),12,1482,0.13431620597839355,5.268907459221698e-07
5000,Dijkstra Clássico (V^2),12,3880,0.41519594192504883,1.6227714576140617e-06
5000,Dijkstra Min-Heap ((V+E)logV),12,3880,0.015738725662231445,6.385462388259676e-08
5000,NetworkX (Referência),12,3880,0.1546473503112793,6.064875271721725e-07
5000,Dijkstra Clássico (V^2),12,4706,0.015103578567504883,6.174796166923035e-08
5000,Dijkstra Min-Heap ((V+E)logV),12,4706,0.005049705505371094,2.2359144026105084e-08
5000,NetworkX (Referência),12,4706,0.14051246643066406,5.512294709272102e-07
5000,Dijkstra Clássico (V^2),13,2019,1.0139777660369873,3.960143681772324e-06
5000,Dijkstra Min-Heap ((V+E)logV),13,2019,0.031149864196777344,1.2457139022055536e-07
5000,NetworkX (Referência),13,2019,0.1422889232635498,5.580824977736992e-07
5000,Dijkstra Clássico (V^2),13,831,2.858091354370117,1.1157524183596585e-05
5000,Dijkstra Min-Heap ((V+E)logV),13,831,0.04788780212402344,1.8951616618633834e-07
5000,NetworkX (Referência),13,831,0.14345359802246094,5.626801937420711e-07
5000,Dijkstra Clássico (V^2),13,2570,0.7854325771331787,3.068281320251398e-06
5000,Dijkstra Min-Heap ((V+E)logV),13,2570,0.023316144943237305,9.385692343569737e-08
5000,NetworkX (Referência),13,2570,0.15167236328125,5.947440275633567e-07
5000,Dijkstra Clássico (V^2),13,1709,1.150693416595459,4.493761798393251e-06
5000,Dijkstra Min-Heap ((V+E)logV),13,1709,0.05956673622131348,2.3482195143839923e-07
5000,NetworkX (Referência),13,1709,0.21758127212524414,8.514384091174026e-07
5000,Dijkstra Clássico (V^2),13,3250,0.5082173347473145,1.9863845875162334e-06
5000,Dijkstra Min-Heap ((V+E)logV),13,3250,0.014850616455078125,6.076141237982975e-08
5000,NetworkX (Referência),13,3250,0.14517784118652344,5.69428898372521e-07
5000,Dijkstra Clássico (V^2),14,1460,1.3141348361968994,5.131732738376915e-06
5000,Dijkstra Min-Heap ((V+E)logV),14,1460,0.03779315948486328,1.5036523030907896e-07
5000,NetworkX (Referência),14,1460,0.14330792427062988,5.622069118537288e-07
5000,Dijkstra Clássico (V^2),14,3526,0.9027872085571289,3.5292871415561e-06
5000,Dijkstra Min-Heap ((V+E)logV),14,3526,0.02506279945373535,1.0043831692609734e-07
5000,NetworkX (Referência),14,3526,0.24095988273620605,9.433385585463999e-07
5000,Dijkstra Clássico (V^2),14,3852,0.3415987491607666,1.3357708837325335e-06
5000,Dijkstra Min-Heap ((V+E)logV),14,3852,0.012772560119628906,5.381993664656325e-08
5000,NetworkX (Referência),14,3852,0.13951396942138672,5.479270632093635e-07
5000,Dijkstra Clássico (V^2),14,4837,0.002418041229248047,1.2222989398246924e-08
5000,Dijkstra Min-Heap ((V+E)logV),14,4837,0.0054357051849365234,2.4077059452659297e-08
5000,NetworkX (Referência),14,4837,0.13548564910888672,5.316309472588352e-07
5000,Dijkstra Clássico (V^2),14,215,3.2790772914886475,1.2800685158312084e-05
5000,Dijkstra Min-Heap ((V+E)logV),14,215,0.05222725868225098,2.0690529536187023e-07
5000,NetworkX (Referência),14,215,0.14468908309936523,5.689467702789222e-07
10000,Dijkstra Clássico (V^2),0,1932,6.625791788101196,2.5862454052461995e-05
